Material,Plnt,SLoc,SL,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
2042045593,ARPE,PE02,,PC,5.000,USD,5.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045603,ARPE,PE02,,PC,1.000,USD,192.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045613,ARPE,PE02,,PC,1.000,USD,0.75,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045713,ARPE,PE02,,PC,6.000,USD,12.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045723,ARPE,PE02,,PC,8.000,USD,28.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045733,ARPE,PE02,,PC,1.000,USD,4.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042045853,ARPE,PE02,,PC,2.000,USD,2.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046003,ARPE,PE02,,PC,2.000,USD,"1,266.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046023,ARPE,PE02,,PC,2.000,USD,292.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046033,ARPE,PE02,,PC,3.000,USD,"1,876.15",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046043,ARPE,PE02,,PC,3.000,USD,"1,124.53",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046053,ARPE,PE02,,PC,3.000,USD,"1,361.86",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046083,AMND,ND01,,PC,5.000,USD,"15,343.19",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046083,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046083,PORS,PS06,,PC,2.000,USD,"5,768.72",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046093,AMLP,LP01,,PC,26.000,USD,"2,088.90",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046093,ARPE,PE02,,PC,90.000,USD,"21,071.10",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046093,PFTE,TE06,,PC,4.000,USD,"1,015.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046093,PORS,PS06,,PC,9.000,USD,"2,210.82",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046103,ARPE,PE02,,PC,4.000,USD,769.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046113,ARPE,PE02,,PC,5.000,USD,460.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046133,ARPE,PE02,,PC,2.000,USD,"1,170.66",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046143,ARPE,PE02,,PC,4.000,USD,"1,404.86",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046163,ARPE,PE02,,KT,4.000,USD,530.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046173,ARPE,PE02,,PC,6.000,USD,"1,364.41",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046193,AMLP,LP01,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046193,ARPE,PE02,,PC,1.000,USD,"1,301.72",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046203,ARPE,PE02,,PC,4.000,USD,"27,704.92",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046213,ARPE,PE02,,PC,1.000,USD,481.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046223,ARPE,PE02,,PC,3.000,USD,"4,641.26",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046223,PORS,PS06,,PC,2.000,USD,"1,706.06",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046243,ARPE,PE02,,PC,1.000,USD,11.87,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046253,ARPE,PE02,,PC,1.000,USD,796.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046273,ARPE,PE02,,PC,2.000,USD,100.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046283,PFTE,TE06,,PC,4.000,USD,69.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046293,ARPE,PE02,,PC,2.000,USD,59.74,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046313,ARPE,PE02,,PC,2.000,USD,6.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046323,ARPE,PE02,,PC,1.000,USD,7.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046343,ARPE,PE02,,PC,1.000,USD,4.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046353,ARPE,PE02,,PC,1.000,USD,3.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046363,ARPE,PE02,,PC,1.000,USD,7.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046373,ARPE,PE02,,PC,4.000,USD,64.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046383,ARPE,PE02,,PC,4.000,USD,9.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046393,ARPE,PE02,,PC,1.000,USD,325.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046423,ARPE,PE02,,PC,2.000,USD,866.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046503,ARPE,PE02,,PC,1.000,USD,28.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046553,ARPE,PE02,,PC,2.000,USD,706.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046603,ARPE,PE02,,PC,1.000,USD,45.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046613,ARPE,PE02,,PC,2.000,USD,11.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046633,ARPE,PE02,,PC,1.000,USD,42.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046643,ARPE,PE02,,PC,2.000,USD,"5,820.46",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046703,ARPE,PE02,,PC,1.000,USD,9.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046723,ARPE,PE02,,PC,4.000,USD,8.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046733,ARPE,PE02,,PC,4.000,USD,8.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046743,ARPE,PE02,,PC,1.000,USD,18.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046803,PORS,PS06,,PC,25.000,USD,"1,137.75",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046833,PORS,PS06,,PC,29.000,USD,"2,235.90",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046843,PORS,PS06,,PC,32.000,USD,"3,703.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046863,ARPE,PE02,,PC,2.000,USD,102.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046873,ARPE,PE02,,PC,1.000,USD,16.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046883,ARPE,PE02,,PC,1.000,USD,11.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046893,ARPE,PE02,,PC,2.000,USD,22.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046903,ARPE,PE02,,PC,2.000,USD,30.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046913,ARPE,PE02,,PC,3.000,USD,13.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046923,ARPE,PE02,,PC,6.000,USD,144.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046933,ARPE,PE02,,PC,3.000,USD,12.75,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046973,ARPE,PE02,,PC,1.000,USD,182.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046983,ARPE,PE02,,PC,1.000,USD,276.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042046993,ARPE,PE02,,PC,4.000,USD,"1,839.03",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047003,ARPE,PE02,,PC,7.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047023,ARPE,PE02,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047033,ARPE,PE02,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047043,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047053,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047063,ARPE,PE02,,PC,3.000,USD,"5,041.47",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047073,AMLP,LP01,,PC,3.000,USD,"2,670.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047083,ARPE,PE02,,PC,3.000,USD,"9,033.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047093,AMLP,LP01,,PC,3.000,USD,"1,199.82",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047093,ARPE,PE02,,PC,2.000,USD,958.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047123,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047133,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047143,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047153,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047163,ARPE,PE02,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047173,ARPE,PE02,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042047203,ARPE,PE02,,PC,1.000,USD,96.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042061303,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042061683,ARPE,PE02,,PC,1.000,USD,74.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042061703,ARPE,PE02,,PC,1.000,USD,76.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042061723,ARPE,PE02,,PC,1.000,USD,71.89,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066023,BALT,BA01,,PC,24.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066033,BALT,BA01,,PC,39.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066043,BALT,BA01,,PC,20.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066053,BALT,BA01,,PC,40.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066083,BALT,BA01,,PC,7.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066103,BALT,BA01,,PC,7.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066113,BALT,BA01,,PC,5.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066123,BALT,BA01,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066163,BALT,BA01,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066173,BALT,BA01,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066183,BALT,BA01,,PC,5.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066203,BALT,BA01,,PC,10.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066213,BALT,BA01,,PC,14.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066223,BALT,BA01,,PC,30.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066233,BALT,BA01,,PC,31.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066253,BALT,BA01,,PC,31.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066263,BALT,BA01,,PC,12.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066263,BALT,BA05,,PC,8.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066273,BALT,BA01,,PC,30.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066283,BALT,BA01,,PC,50.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066303,BALT,BA01,,PC,20.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066323,BALT,BA01,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066333,BALT,BA01,,PC,176.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066403,BALT,BA01,,PC,30.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066423,BALT,BA01,,PC,200.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066433,BALT,BA01,,PC,177.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066473,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066493,BALT,BA01,,PC,13.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066493,PORS,PS06,,PC,32.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066543,BALT,BA01,,PC,9.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066553,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066563,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066573,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066583,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066603,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066613,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066623,BALT,BA01,,PC,8.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066643,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066653,BALT,BA01,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066673,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066683,BALT,BA01,,PC,10.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066713,BALT,BA01,,PC,35.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066733,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066743,BALT,BA01,,PC,13.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066753,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066763,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066773,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066783,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066793,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066803,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066813,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066823,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066833,BALT,BA01,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066853,BALT,BA01,,PC,10.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066863,BALT,BA01,,PC,10.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066873,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066883,BALT,BA01,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066903,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066913,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066923,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066933,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066953,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066963,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066973,BALT,BA01,,PC,5.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066973,PTSH,SH06,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042066993,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067003,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067013,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067023,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067033,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067053,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067073,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067083,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067093,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067103,BALT,BA01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067113,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067123,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067133,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067163,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067223,BALT,BA01,,PC,12.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067233,BALT,BA01,,PC,304.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067253,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067263,BALT,BA01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067303,ARPE,PE02,,PC,1.000,USD,450.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067323,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067333,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067353,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067403,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067413,PORS,PS06,,PC,2.000,USD,"6,396.10",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067433,BALT,BA01,,PC,8.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067523,BALT,BA01,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067613,BALT,BA01,,M,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067633,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067703,BALT,BA01,,PC,20.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067713,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067773,PORS,PS06,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067783,PORS,PS06,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067793,BALT,BA01,,PC,90.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067823,PORS,PS05,,PC,16.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067833,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067843,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042067883,BALT,BA01,,PC,10.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068023,ARPE,PE02,,PC,8.000,USD,17.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068023,BALT,BA01,,PC,23.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068053,BALT,BA01,,PC,81.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068063,BALT,BA01,,PC,40.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068073,BALT,BA01,,PC,38.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068083,BALT,BA01,,PC,20.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068093,BALT,BA01,,PC,40.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068153,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042068163,BALT,BA01,,PC,37.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
