part_number,ptb_code,description,stock_qty,plant
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,0,AMLP
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,0,AMND
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,0,AMPE
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,2,ARPE
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,4,ARPE
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,4,BALT
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,4,PFTE
RPQ02805,2042123133,PIN CALIBRATION SS ONE OPEN ONE CLOSE,6,PORS
,2042123143,PIN,18,AMLP
RPQ03230,2042123143,PIN,18,AMLP
,2042123143,PIN,6,AMND
RPQ03230,2042123143,PIN,6,AMND
,2042123143,PIN,6,BALT
RPQ03230,2042123143,PIN,6,BALT
,2042123153,SCREW,16,AMLP
GTG31101,2042123153,SCREW,16,AMLP
,2042123153,SCREW,16,AMND
GTG31101,2042123153,SCREW,16,AMND
,2042123163,PIN,4,AMLP
RPQ03769,2042123163,PIN,4,AMLP
,2042123163,PIN,0,AMND
RPQ03769,2042123163,PIN,0,AMND
,2042123163,PIN,0,AMPE
RPQ03769,2042123163,PIN,0,AMPE
,2042123163,PIN,0,BALT
RPQ03769,2042123163,PIN,0,BALT
,2042123173,SCREW,8,AMLP
GTG31082,2042123173,SCREW,8,AMLP
,2042123173,SCREW,8,AMND
GTG31082,2042123173,SCREW,8,AMND
,2042123173,SCREW,8,BALT
GTG31082,2042123173,SCREW,8,BALT
,2042123183,PIN,0,AMLP
RPQ03271,2042123183,PIN,0,AMLP
,2042123183,PIN,2,AMND
RPQ03271,2042123183,PIN,2,AMND
,2042123183,PIN,2,AMPE
RPQ03271,2042123183,PIN,2,AMPE
,2042123183,PIN,6,ARPE
,2042123183,PIN,0,ARPE
RPQ03271,2042123183,PIN,6,ARPE
RPQ03271,2042123183,PIN,0,ARPE
,2042123183,PIN,0,BALT
RPQ03271,2042123183,PIN,0,BALT
,2042123193,SCREW,4,AMLP
GQF31069,2042123193,SCREW,4,AMLP
,2042123223,SCREW,0,AMLP
GTH12031,2042123223,SCREW,0,AMLP
RVQ19906,2042123223,SCREW,0,AMLP
,2042123223,SCREW,0,ARPE
GTH12031,2042123223,SCREW,0,ARPE
RVQ19906,2042123223,SCREW,0,ARPE
,2042123233,SCREW,32,AMLP
GTH12028,2042123233,SCREW,32,AMLP
RVQ20234,2042123233,SCREW,32,AMLP
FLC032013025,2042123253,WASHER,32,AMLP
FLC032013025,2042123253,WASHER,22,AMND
FLC032013025,2042123253,WASHER,242,PORS
RPQ02886,2042123263,PIN,0,ARPE
,2042123273,PIN,2,AMLP
RPQ02802,2042123273,PIN,2,AMLP
,2042123273,PIN,2,AMND
RPQ02802,2042123273,PIN,2,AMND
,2042123273,PIN,0,ARPE
,2042123273,PIN,3,ARPE
RPQ02802,2042123273,PIN,0,ARPE
RPQ02802,2042123273,PIN,3,ARPE
,2042123273,PIN,3,BALT
RPQ02802,2042123273,PIN,3,BALT
,2042123293,IMPELLER AXIAL,1,AMLP
IRV1726601,2042123293,IMPELLER AXIAL,1,AMLP
,2042123453,NUT,0,AMLP
FFF53615,2042123453,NUT,0,AMLP
,2042123453,NUT,0,AMND
FFF53615,2042123453,NUT,0,AMND
,2042123453,NUT,0,AMPE
,2042123453,NUT,10,AMPE
FFF53615,2042123453,NUT,0,AMPE
FFF53615,2042123453,NUT,10,AMPE
,2042123453,NUT,10,PFTE
FFF53615,2042123453,NUT,10,PFTE
,2042123453,NUT,144,PORS
FFF53615,2042123453,NUT,144,PORS
KFZ320330103,2042123463,"GASKET 4"" 150 MTL BS",2,AMLP
KFZ320330103,2042123463,"GASKET 4"" 150 MTL BS",2,AMND
KFZ320330103,2042123463,"GASKET 4"" 150 MTL BS",0,ARPE
KFZ269810103,2042123483,"GASKET 3"" 150 MTL SBS",0,AMLP
KFZ269810103,2042123483,"GASKET 3"" 150 MTL SBS",0,AMND
KFZ269810103,2042123483,"GASKET 3"" 150 MTL SBS",0,ARPE
KFZ269810103,2042123483,"GASKET 3"" 150 MTL SBS",0,BALT
KFZ273240103,2042123513,"GASKET 1.1/2"" 600 MTL GRAPH.",0,AMLP
,2042123523,SCREW,9,ARPE
GTK15057,2042123523,SCREW,9,ARPE
,2042123553,GASKET 6 150 RF,0,AMLP
,2042123553,GASKET 6 150 RF,0,AMND
,2042123573,"GASKET 3/4"" 300-600 RF CS",0,AMLP
KFZ273210144,2042123573,"GASKET 3/4"" 300-600 RF CS",0,AMLP
,2042123573,"GASKET 3/4"" 300-600 RF CS",2,AMND
KFZ273210144,2042123573,"GASKET 3/4"" 300-600 RF CS",2,AMND
,2042123573,"GASKET 3/4"" 300-600 RF CS",2,AMPE
KFZ273210144,2042123573,"GASKET 3/4"" 300-600 RF CS",2,AMPE
,2042123573,"GASKET 3/4"" 300-600 RF CS",2,BALT
KFZ273210144,2042123573,"GASKET 3/4"" 300-600 RF CS",2,BALT
,2042123573,"GASKET 3/4"" 300-600 RF CS",2,PORS
KFZ273210144,2042123573,"GASKET 3/4"" 300-600 RF CS",2,PORS
RVO03039160000,2042123773,"VALVE MANIFOLD 3/4"" 6000",1,AMLP
RVO039160000,2042123773,"VALVE MANIFOLD 3/4"" 6000",1,AMLP
RVO03039160000,2042123773,"VALVE MANIFOLD 3/4"" 6000",1,ARPE
RVO039160000,2042123773,"VALVE MANIFOLD 3/4"" 6000",1,ARPE
IRA0122501,2042124013,KIT GASKET,5,AMLP
,2042124103,STRIP PLASTIC,0,AMLP
IVT0118701,2042124103,STRIP PLASTIC,0,AMLP
,2042124373,COIL HELI,0,AMLP
RFR33106,2042124373,COIL HELI,0,AMLP
,2042124373,COIL HELI,0,AMND
RFR33106,2042124373,COIL HELI,0,AMND
,2042124373,COIL HELI,0,AMPE
RFR33106,2042124373,COIL HELI,0,AMPE
,2042124373,COIL HELI,0,BALT
RFR33106,2042124373,COIL HELI,0,BALT
,2042124723,FLANGE,1,AMLP
RFR17715,2042124723,FLANGE,1,AMLP
,2042124763,FLANGE,1,AMLP
RFR17714,2042124763,FLANGE,1,AMLP
,2042124943,COIL HELI,34,AMLP
RFU331000060,2042124943,COIL HELI,34,AMLP
,2042124943,COIL HELI,0,ARPE
,2042124943,COIL HELI,24,ARPE
RFU331000060,2042124943,COIL HELI,0,ARPE
RFU331000060,2042124943,COIL HELI,24,ARPE
,2042124943,COIL HELI,24,BALT
RFU331000060,2042124943,COIL HELI,24,BALT
,2042124963,COIL HELI,0,AMLP
RFR331430060,2042124963,COIL HELI,0,AMLP
,2042124963,COIL HELI,0,AMPE
RFR331430060,2042124963,COIL HELI,0,AMPE
,2042125013,SCREW,14,AMLP
GFV15069,2042125013,SCREW,14,AMLP
HZP070615069,2042125013,SCREW,14,AMLP
,2042125033,SCREW,2,AMLP
GFU15114,2042125033,SCREW,2,AMLP
HZP060615114,2042125033,SCREW,2,AMLP
,2042125033,SCREW,2,ARPE
GFU15114,2042125033,SCREW,2,ARPE
HZP060615114,2042125033,SCREW,2,ARPE
,2042125083,SCREW,0,AMPE
HQZ61061206,2042125083,SCREW,0,AMPE
,2042125083,SCREW,0,BALT
HQZ61061206,2042125083,SCREW,0,BALT
,2042125213,SCREW,7,AMLP
GFJ15044,2042125213,SCREW,7,AMLP
HZQ270715044,2042125213,SCREW,7,AMLP
,2042125213,SCREW,4,ARPE
GFJ15044,2042125213,SCREW,4,ARPE
HZQ270715044,2042125213,SCREW,4,ARPE
,2042125233,SCREW,0,AMLP
RVR33134,2042125233,SCREW,0,AMLP
,2042125233,SCREW,0,ARPE
,2042125233,SCREW,16,ARPE
,2042125233,SCREW,32,ARPE
RVR33134,2042125233,SCREW,0,ARPE
RVR33134,2042125233,SCREW,16,ARPE
RVR33134,2042125233,SCREW,32,ARPE
,2042125243,SEAL PLATE,11,AMLP
SMR20566,2042125243,SEAL PLATE,11,AMLP
,2042125243,SEAL PLATE,8,AMND
SMR20566,2042125243,SEAL PLATE,8,AMND
,2042125243,SEAL PLATE,8,AMPE
SMR20566,2042125243,SEAL PLATE,8,AMPE
,2042125243,SEAL PLATE,8,ARPE
SMR20566,2042125243,SEAL PLATE,8,ARPE
,2042125323,SEGMENT INTERNAL SEPHIRCAL ASSY.,1,AMLP
,2042125323,SEGMENT INTERNAL SEPHIRCAL ASSY.,1,AMND
,2042125323,SEGMENT INTERNAL SEPHIRCAL ASSY.,1,BALT
,2042126013,DEVICE,0,AMLP
SSO0645501,2042126013,DEVICE,0,AMLP
,2042126033,DEVICE,0,AMLP
RCO1154P,2042126033,DEVICE,0,AMLP
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMLP
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMLP
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMND
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMND
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMPE
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,AMPE
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,ARLP
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,6,ARLP
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,0,ARPE
,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,2,ARPE
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,0,ARPE
KFZ269850144,2042127263,GASKET S.WOUND F316 1.1/2 300/600 RF,2,ARPE
,2042127303,GASKET,0,AMLP
KFZ272750144,2042127303,GASKET,0,AMLP
,2042127303,GASKET,0,AMND
KFZ272750144,2042127303,GASKET,0,AMND
,2042127303,GASKET,0,AMPE
KFZ272750144,2042127303,GASKET,0,AMPE
,2042127303,GASKET,0,BALT
KFZ272750144,2042127303,GASKET,0,BALT
,2042127323,GASKET S.WOUND F316 1.1/2 150,0,AMLP
KFZ272770144,2042127323,GASKET S.WOUND F316 1.1/2 150,0,AMLP
,2042127323,GASKET S.WOUND F316 1.1/2 150,0,AMND
KFZ272770144,2042127323,GASKET S.WOUND F316 1.1/2 150,0,AMND
,2042127323,GASKET S.WOUND F316 1.1/2 150,0,ARPE
,2042127323,GASKET S.WOUND F316 1.1/2 150,3,ARPE
,2042127323,GASKET S.WOUND F316 1.1/2 150,6,ARPE
KFZ272770144,2042127323,GASKET S.WOUND F316 1.1/2 150,0,ARPE
KFZ272770144,2042127323,GASKET S.WOUND F316 1.1/2 150,3,ARPE
KFZ272770144,2042127323,GASKET S.WOUND F316 1.1/2 150,6,ARPE
,2042127343,GASKET,3,AMLP
KCX012407320,2042127343,GASKET,3,AMLP
,2042127343,GASKET,3,AMPE
KCX012407320,2042127343,GASKET,3,AMPE
,2042127383,GASKET S.WOUND 1.1/4 300/600,0,AMLP
KFZ272810144,2042127383,GASKET S.WOUND 1.1/4 300/600,0,AMLP
,2042127383,GASKET S.WOUND 1.1/4 300/600,0,AMPE
KFZ272810144,2042127383,GASKET S.WOUND 1.1/4 300/600,0,AMPE
,2042127383,GASKET S.WOUND 1.1/4 300/600,0,ARPE
,2042127383,GASKET S.WOUND 1.1/4 300/600,5,ARPE
,2042127383,GASKET S.WOUND 1.1/4 300/600,2,ARPE
KFZ272810144,2042127383,GASKET S.WOUND 1.1/4 300/600,0,ARPE
KFZ272810144,2042127383,GASKET S.WOUND 1.1/4 300/600,5,ARPE
KFZ272810144,2042127383,GASKET S.WOUND 1.1/4 300/600,2,ARPE
,2042127803,KIT ACTUATOR HYDRAULIC,2,AMLP
ISM3103801,2042127803,KIT ACTUATOR HYDRAULIC,2,AMLP
,2042127803,KIT ACTUATOR HYDRAULIC,2,AMND
ISM3103801,2042127803,KIT ACTUATOR HYDRAULIC,2,AMND
,2042127803,KIT ACTUATOR HYDRAULIC,2,AMPE
ISM3103801,2042127803,KIT ACTUATOR HYDRAULIC,2,AMPE
,2042127803,KIT ACTUATOR HYDRAULIC,2,BALT
ISM3103801,2042127803,KIT ACTUATOR HYDRAULIC,2,BALT
,2042127823,KIT RING PISTON,2,AMLP
ISM3103802,2042127823,KIT RING PISTON,2,AMLP
,2042127823,KIT RING PISTON,2,AMND
ISM3103802,2042127823,KIT RING PISTON,2,AMND
,2042127823,KIT RING PISTON,2,AMPE
ISM3103802,2042127823,KIT RING PISTON,2,AMPE
,2042127823,KIT RING PISTON,2,BALT
ISM3103802,2042127823,KIT RING PISTON,2,BALT
,2042128013,PISTON HYDRAULIC,1,AMLP
ISM5148001,2042128013,PISTON HYDRAULIC,1,AMLP
,2042128013,PISTON HYDRAULIC,1,AMND
ISM5148001,2042128013,PISTON HYDRAULIC,1,AMND
,2042128013,PISTON HYDRAULIC,1,BALT
ISM5148001,2042128013,PISTON HYDRAULIC,1,BALT
,2042128023,VALVE BLOCK,7,AMLP
ISM5148002,2042128023,VALVE BLOCK,7,AMLP
,2042128023,VALVE BLOCK,7,AMND
ISM5148002,2042128023,VALVE BLOCK,7,AMND
,2042128023,VALVE BLOCK,7,BALT
ISM5148002,2042128023,VALVE BLOCK,7,BALT
,2042128033,REGULATOR FLOW,1,AMLP
ISM5148003,2042128033,REGULATOR FLOW,1,AMLP
,2042128033,REGULATOR FLOW,1,AMND
ISM5148003,2042128033,REGULATOR FLOW,1,AMND
,2042128033,REGULATOR FLOW,1,BALT
ISM5148003,2042128033,REGULATOR FLOW,1,BALT
,2042128043,HOSE FLEXIBLE,0,AMLP
ISM5148004,2042128043,HOSE FLEXIBLE,0,AMLP
,2042128043,HOSE FLEXIBLE,0,AMND
ISM5148004,2042128043,HOSE FLEXIBLE,0,AMND
,2042128043,HOSE FLEXIBLE,0,BALT
ISM5148004,2042128043,HOSE FLEXIBLE,0,BALT
,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,AMLP
ISM5148006,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,AMLP
,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,AMND
ISM5148006,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,AMND
,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,BALT
ISM5148006,2042128063,FEEDER OLEODYNAMIC REF.13.6,1,BALT
,2042128083,JOINT FLEXBLE,0,AMLP
RGO27814,2042128083,JOINT FLEXBLE,0,AMLP
,2042128093,JOINT FLEXIBLE,0,AMLP
RGO27820,2042128093,JOINT FLEXIBLE,0,AMLP
,2042128093,JOINT FLEXIBLE,0,AMND
RGO27820,2042128093,JOINT FLEXIBLE,0,AMND
,2042128093,JOINT FLEXIBLE,0,BALT
RGO27820,2042128093,JOINT FLEXIBLE,0,BALT
,2042128363,PUMP LUBE OIL,1,AMLP
RPO14963,2042128363,PUMP LUBE OIL,1,AMLP
,2042129183,@ SCREW,0,AMLP
GFV19057,2042129183,@ SCREW,0,AMLP
,2042129183,@ SCREW,0,AMND
GFV19057,2042129183,@ SCREW,0,AMND
,2042129203,SCREW,4,AMLP
GQF06009,2042129203,SCREW,4,AMLP
,2042129203,SCREW,0,ARPE
,2042129203,SCREW,2,ARPE
,2042129203,SCREW,6,ARPE
GQF06009,2042129203,SCREW,0,ARPE
GQF06009,2042129203,SCREW,2,ARPE
GQF06009,2042129203,SCREW,6,ARPE
,2042129273,SCREW,10,AMLP
GQP15031,2042129273,SCREW,10,AMLP
,2042129273,SCREW,30,BALT
GQP15031,2042129273,SCREW,30,BALT
,2042129283,SCREW,24,AMLP
GQP15038,2042129283,SCREW,24,AMLP
,2042129283,SCREW,24,AMND
GQP15038,2042129283,SCREW,24,AMND
,2042129283,SCREW,0,AMPE
,2042129283,SCREW,0,AMPE
GQP15038,2042129283,SCREW,0,AMPE
GQP15038,2042129283,SCREW,0,AMPE
,2042129283,SCREW,0,PFTE
GQP15038,2042129283,SCREW,0,PFTE
,2042129283,SCREW,104,PORS
GQP15038,2042129283,SCREW,104,PORS
,2042129293,SCREW,4,AMLP
HYM060706019,2042129293,SCREW,4,AMLP
,2042129293,SCREW,0,ARPE
HYM060706019,2042129293,SCREW,0,ARPE
,2042129303,SCREW,0,AMLP
HZP070612050,2042129303,SCREW,0,AMLP
,2042129303,SCREW,0,BALT
HZP070612050,2042129303,SCREW,0,BALT
GFV15057,2042129313,SCREW,2,AMLP
HZP070615057,2042129313,SCREW,2,AMLP
GFV15057,2042129313,SCREW,58,PORS
HZP070615057,2042129313,SCREW,58,PORS
,2042129323,SCREW,12,AMLP
GFV19082,2042129323,SCREW,12,AMLP
HZQ610619082,2042129323,SCREW,12,AMLP
,2042129323,SCREW,12,ARPE
GFV19082,2042129323,SCREW,12,ARPE
HZQ610619082,2042129323,SCREW,12,ARPE
,2042129333,SCREW,0,AMLP
HZQ610625088,2042129333,SCREW,0,AMLP
,2042129333,SCREW,0,AMND
HZQ610625088,2042129333,SCREW,0,AMND
RFR330050000,2042129343,COIL HELI,51,AMLP
RFR330050000,2042129343,COIL HELI,2,AMND
RFR330050000,2042129343,COIL HELI,0,AMPE
RFR330050000,2042129343,COIL HELI,8,AMPE
RFR330050000,2042129343,COIL HELI,0,ARPE
RFR330050000,2042129343,COIL HELI,48,ARPE
RFR330050000,2042129343,COIL HELI,80,ARPE
RFR330050000,2042129343,COIL HELI,80,BALT
RFR330050000,2042129343,COIL HELI,80,PFTE
RFR330050000,2042129343,COIL HELI,12,PORS
,2042129353,COIL HELI,4,AMLP
RFR330060000,2042129353,COIL HELI,4,AMLP
,2042129353,COIL HELI,4,AMND
RFR330060000,2042129353,COIL HELI,4,AMND
,2042129353,COIL HELI,0,ARPE
,2042129353,COIL HELI,4,ARPE
RFR330060000,2042129353,COIL HELI,0,ARPE
RFR330060000,2042129353,COIL HELI,4,ARPE
,2042129373,SCREW,4,AMLP
RVS33129,2042129373,SCREW,4,AMLP
,2042129373,SCREW,4,AMND
RVS33129,2042129373,SCREW,4,AMND
,2042129383,WASHER,5,AMLP
SMP74616,2042129383,WASHER,5,AMLP
,2042129393,SEAL SECTOR,32,AMLP
SMR53545,2042129393,SEAL SECTOR,32,AMLP
,2042129393,SEAL SECTOR,0,ARPE
,2042129393,SEAL SECTOR,25,ARPE
,2042129393,SEAL SECTOR,32,ARPE
SMR53545,2042129393,SEAL SECTOR,0,ARPE
SMR53545,2042129393,SEAL SECTOR,25,ARPE
SMR53545,2042129393,SEAL SECTOR,32,ARPE
SMO0459702,2042129633,GLASS SIGHT,1,AMLP
SMO0459702,2042129633,GLASS SIGHT,2,ARPE
SMO0459702,2042129633,GLASS SIGHT,6,ARPE
SMO0459702,2042129633,GLASS SIGHT,6,PFTE
SMO0459702,2042129633,GLASS SIGHT,2,PORS
SMO38006,2042129643,BEARING JOURNAL,0,AMLP
,2042129653,SCREW,0,AMPE
GFW251140070,2042129653,SCREW,0,AMPE
,2042129653,SCREW,0,ARPE
,2042129653,SCREW,32,ARPE
GFW251140070,2042129653,SCREW,0,ARPE
GFW251140070,2042129653,SCREW,32,ARPE
,2042129653,SCREW,0,PFTE
GFW251140070,2042129653,SCREW,0,PFTE
,2042129653,SCREW,2,PFTE
GFW251140070,2042129653,SCREW,2,PFTE
,2042129653,SCREW,7,PORS
GFW251140070,2042129653,SCREW,7,PORS
SMO37635,2042129663,BEARING,0,AMLP
SMO38024,2042129663,BEARING,0,AMLP
SMO37635,2042129663,BEARING,0,AMND
SMO38024,2042129663,BEARING,0,AMND
SMO37635,2042129663,BEARING,0,AMPE
SMO38024,2042129663,BEARING,0,AMPE
SMO37635,2042129663,BEARING,0,BALT
SMO38024,2042129663,BEARING,0,BALT
,2042129673,BEARING,0,AMLP
SMO37631,2042129673,BEARING,0,AMLP
,2042129683,VALVE SERVO,0,AMLP
REO03689,2042129683,VALVE SERVO,0,AMLP
,2042129683,VALVE SERVO,0,ARPE
,2042129683,VALVE SERVO,0,ARPE
REO03689,2042129683,VALVE SERVO,0,ARPE
REO03689,2042129683,VALVE SERVO,0,ARPE
,2042129693,PIN,4,AMPE
RPR02967,2042129693,PIN,4,AMPE
,2042129693,PIN,4,ARPE
RPR02967,2042129693,PIN,4,ARPE
,2042129693,PIN,4,PFTE
RPR02967,2042129693,PIN,4,PFTE
,2042129693,PIN,4,PORS
RPR02967,2042129693,PIN,4,PORS
,2042129703,"O-RING RUBBER 4""",0,AMLP
KHA110703501,2042129703,"O-RING RUBBER 4""",0,AMLP
,2042129703,"O-RING RUBBER 4""",0,AMND
,2042129703,"O-RING RUBBER 4""",0,AMND
KHA110703501,2042129703,"O-RING RUBBER 4""",0,AMND
KHA110703501,2042129703,"O-RING RUBBER 4""",0,AMND
,2042129703,"O-RING RUBBER 4""",0,AMPE
KHA110703501,2042129703,"O-RING RUBBER 4""",0,AMPE
,2042129703,"O-RING RUBBER 4""",0,ARPE
,2042129703,"O-RING RUBBER 4""",2,ARPE
KHA110703501,2042129703,"O-RING RUBBER 4""",0,ARPE
KHA110703501,2042129703,"O-RING RUBBER 4""",2,ARPE
,2042129703,"O-RING RUBBER 4""",8,BALT
KHA110703501,2042129703,"O-RING RUBBER 4""",8,BALT
,2042129703,"O-RING RUBBER 4""",40,PFTE
KHA110703501,2042129703,"O-RING RUBBER 4""",40,PFTE
,2042129703,"O-RING RUBBER 4""",40,PORS
KHA110703501,2042129703,"O-RING RUBBER 4""",40,PORS
,2042129713,SCREW,0,AMPE
RVR20510,2042129713,SCREW,0,AMPE
,2042129713,SCREW,0,ARPE
RVR20510,2042129713,SCREW,0,ARPE
,2042129713,SCREW,0,PFTE
RVR20510,2042129713,SCREW,0,PFTE
,2042129713,SCREW,21,PORS
RVR20510,2042129713,SCREW,21,PORS
,2042129753,SEAL METALLIC,2,AMPE
SMO56113,2042129753,SEAL METALLIC,2,AMPE
,2042129753,SEAL METALLIC,2,ARPE
SMO56113,2042129753,SEAL METALLIC,2,ARPE
,2042129753,SEAL METALLIC,2,PFTE
SMO56113,2042129753,SEAL METALLIC,2,PFTE
,2042129753,SEAL METALLIC,0,PORS
SMO56113,2042129753,SEAL METALLIC,0,PORS
,2042129753,SEAL METALLIC,2,PORS
SMO56113,2042129753,SEAL METALLIC,2,PORS
,2042129763,SEAL METALLIC,0,AMPE
SMO56111,2042129763,SEAL METALLIC,0,AMPE
,2042129763,SEAL METALLIC,0,ARPE
SMO56111,2042129763,SEAL METALLIC,0,ARPE
,2042129763,SEAL METALLIC,0,PFTE
SMO56111,2042129763,SEAL METALLIC,0,PFTE
,2042129763,SEAL METALLIC,4,PORS
SMO56111,2042129763,SEAL METALLIC,4,PORS
,2042129773,SEAL METALLIC,2,AMPE
SMO56110,2042129773,SEAL METALLIC,2,AMPE
,2042129773,SEAL METALLIC,2,ARPE
SMO56110,2042129773,SEAL METALLIC,2,ARPE
,2042129773,SEAL METALLIC,2,PFTE
SMO56110,2042129773,SEAL METALLIC,2,PFTE
,2042129773,SEAL METALLIC,0,PORS
SMO56110,2042129773,SEAL METALLIC,0,PORS
,2042129773,SEAL METALLIC,8,PORS
SMO56110,2042129773,SEAL METALLIC,8,PORS
,2042129783,SEAL METALLIC,2,AMPE
SMO56112,2042129783,SEAL METALLIC,2,AMPE
,2042129783,SEAL METALLIC,2,ARPE
SMO56112,2042129783,SEAL METALLIC,2,ARPE
,2042129783,SEAL METALLIC,2,PFTE
SMO56112,2042129783,SEAL METALLIC,2,PFTE
,2042129783,SEAL METALLIC,6,PORS
SMO56112,2042129783,SEAL METALLIC,6,PORS
,2042129793,NUT,0,AMND
FGN166250070,2042129793,NUT,0,AMND
,2042129793,NUT,5,AMPE
FGN166250070,2042129793,NUT,5,AMPE
,2042129793,NUT,0,ARPE
,2042129793,NUT,0,ARPE
FGN166250070,2042129793,NUT,0,ARPE
FGN166250070,2042129793,NUT,0,ARPE
,2042129793,NUT,0,PFTE
FGN166250070,2042129793,NUT,0,PFTE
,2042129793,NUT,0,PORS
FGN166250070,2042129793,NUT,0,PORS
,2042130103,MOTOR ELECTRIC,0,AMLP
IRV1726602,2042130103,MOTOR ELECTRIC,0,AMLP
,2042130113,ROTOR ELECTRIC,1,AMLP
IRV1726608,2042130113,ROTOR ELECTRIC,1,AMLP
IRA2181801,2042130213,NOZZLE HALON,3,AMLP
IRA2181802,2042130223,SOLENOID CONTROL 2WAY,1,AMLP
IRA2181802,2042130223,SOLENOID CONTROL 2WAY,1,AMLP
,2042130233,CONTROL HEAD WITH SOLENOID,1,AMLP
IRA2181803,2042130233,CONTROL HEAD WITH SOLENOID,1,AMLP
,2042130243,GASKET CONTROL HEAD,2,AMLP
IRA2181804,2042130243,GASKET CONTROL HEAD,2,AMLP
,2042130253,VALVE HALON,1,AMLP
IRA2181805,2042130253,VALVE HALON,1,AMLP
,2042130263,@ SWITCH PRESSURE,0,AMLP
,2042130273,SWITCH MICRO 380V 50HZ,2,AMLP
IRA2181807,2042130273,SWITCH MICRO 380V 50HZ,2,AMLP
,2042130343,HEATER ELECTRIC,3,AMLP
,2042130413,BRUSH,15,AMLP
IRM3817501,2042130413,BRUSH,15,AMLP
,2042130423,HOLDER BRUSH BRASS,20,AMLP
IRM3817502,2042130423,HOLDER BRUSH BRASS,20,AMLP
,2042130503,LIGHTING FIXTURE EVAC WITHOUT LAMP,0,AMPE
RPO20040,2042130503,LIGHTING FIXTURE EVAC WITHOUT LAMP,0,AMPE
,2042130503,LIGHTING FIXTURE EVAC WITHOUT LAMP,1,BALT
RPO20040,2042130503,LIGHTING FIXTURE EVAC WITHOUT LAMP,1,BALT
,2042130553,HOLDER LAMP 125V 40A,0,AMLP
,2042130553,HOLDER LAMP 125V 40A,0,AMND
,2042130553,HOLDER LAMP 125V 40A,0,BALT
,2042130653,@ CARD REGULATOR 12V LAMP EPSX1,0,AMLP
IC3600EPSX1,2042130653,@ CARD REGULATOR 12V LAMP EPSX1,0,AMLP
,2042130663,CARD REGULATOR 28V EPSY1,2,AMLP
IC3600EPSY1,2042130663,CARD REGULATOR 28V EPSY1,2,AMLP
,2042130723,@ CARD LOGIC INVERTER LIVF1,0,AMLP
IC3600LIVF1,2042130723,@ CARD LOGIC INVERTER LIVF1,0,AMLP
,2042130743,@ CARD EXPANDER LOGIC LLXA1,0,AMLP
,2042130763,@ CARD DRIVER RELAY LRDH1,0,AMLP
IC3600LRDH1,2042130763,@ CARD DRIVER RELAY LRDH1,0,AMLP
IC3600QDXC3,2042130763,@ CARD DRIVER RELAY LRDH1,0,AMLP
,2042131003,CARD CONTACTOR,1,AMLP
,2042131003,CARD CONTACTOR,0,ARPE
,2042131003,CARD CONTACTOR,0,ARPE
,2042131013,@ CARD INPUT ISOLATOR SIIE9,0,AMLP
,2042131093,@ CARD GENERATOR DRIVE SFPB1,0,AMLP
,2042131103,@ CARD GROUND DETECTOR SGDD1,0,AMLP
,2042131143,CARD NOZZLE CONTROL SNCF1,1,AMLP
IC3600SNCF1,2042131143,CARD NOZZLE CONTROL SNCF1,1,AMLP
RQO03563,2042131143,CARD NOZZLE CONTROL SNCF1,1,AMLP
,2042131143,CARD NOZZLE CONTROL SNCF1,0,ARPE
,2042131143,CARD NOZZLE CONTROL SNCF1,1,ARPE
IC3600SNCF1,2042131143,CARD NOZZLE CONTROL SNCF1,0,ARPE
IC3600SNCF1,2042131143,CARD NOZZLE CONTROL SNCF1,1,ARPE
RQO03563,2042131143,CARD NOZZLE CONTROL SNCF1,0,ARPE
RQO03563,2042131143,CARD NOZZLE CONTROL SNCF1,1,ARPE
,2042131173,CARD PEACKING OPERAT.SPOA1,1,AMLP
